CTR_MN_ISO,CTR_MN_NM,ID_HDC_G0,P15,UC_NM_LST,UC_NM_MN,date,mean
COL,Colombia,659,176791.902832,Tunja,Tunja,2024-09-05,6.521040152307478e-09
COL,Colombia,660,84037.6584473,Aguachica,Aguachica,2024-09-05,1.0409895168095318e-08
COL,Colombia,667,89120.5812988,Ocana,Ocana,2024-09-05,1.0409895168095318e-08
COL,Colombia,670,952630.78056,Bucaramanga,Bucaramanga,2024-09-05,7.611012264874262e-09
COL,Colombia,671,92637.8405762,Duitama,Duitama,2024-09-05,5.296934890708371e-09
COL,Colombia,672,118088.706055,Piedecuesta,Piedecuesta,2024-09-05,7.611012264874262e-09
COL,Colombia,673,94382.708252,Sogamoso,Sogamoso,2024-09-05,5.296934890708371e-09
COL,Colombia,676,73072.1313477,San Jose del Guaviare,San Jose del Guaviare,2024-09-05,1.3363758100126688e-08
COL,Colombia,678,396149.488159,Valledupar,Valledupar,2024-09-05,6.533867225044787e-09
COL,Colombia,687,167421.010986,Yopal,Yopal,2024-09-05,1.7638861630568197e-08
COL,Colombia,689,652762.685833,Cucuta,Cucuta,2024-09-05,5.351696419353402e-09
COL,Colombia,691,195502.933842,Villa del Rosario; Los Patios; San Antonio del Tachira,Villa del Rosario,2024-09-05,5.351696419353402e-09
COL,Colombia,692,235418.169128,Riohacha,Riohacha,2024-09-05,7.334446383566728e-09
COL,Colombia,708,110737.967529,Manaure,Manaure,2024-09-05,8.65835048102781e-09
COL,Colombia,712,146126.575317,Maicao,Maicao,2024-09-05,8.1396436257819e-09
COL,Colombia,714,104120.638306,Uribia,Uribia,2024-09-05,
COL,Colombia,732,128531.160522,Arauca,Arauca,2024-09-05,9.867511252537042e-09
ECU,Ecuador,414,208935.29591,Santa Elena,Santa Elena,2024-09-05,1.1637471430958612e-08
ECU,Ecuador,416,266753.30957,Manta,Manta,2024-09-05,9.691049740467861e-09
ECU,Ecuador,420,207863.701935,Portoviejo,Portoviejo,2024-09-05,9.691049740467861e-09
ECU,Ecuador,424,87702.2164307,Zarumilla; Aguas Verdes; Huaquillas; Huaquillas,Zarumilla,2024-09-05,7.131696566631263e-09
ECU,Ecuador,426,76628.7399902,Chone,Chone,2024-09-05,
ECU,Ecuador,427,2739452.60995,Guayaquil; Duran,Guayaquil,2024-09-05,6.368352467589489e-09
ECU,Ecuador,429,88803.8275146,Daule,Daule,2024-09-05,6.977171285171835e-09
ECU,Ecuador,430,248745.354805,Machala,Machala,2024-09-05,4.121895206107443e-09
ECU,Ecuador,437,142263.985352,Esmeraldas,Esmeraldas,2024-09-05,1.2417750383519888e-08
ECU,Ecuador,440,156361.245367,Milagro,Milagro,2024-09-05,1.0175686071534074e-08
ECU,Ecuador,444,100378.424622,Babahoyo,Babahoyo,2024-09-05,
ECU,Ecuador,445,81222.7020264,El Carmen,El Carmen,2024-09-05,8.911344551165712e-09
ECU,Ecuador,447,170448.896484,Quevedo,Quevedo,2024-09-05,1.0030811736783107e-08
ECU,Ecuador,453,260351.340576,Canton Santo Domingo de los Tsachilas,Canton Santo Domingo de los Tsachilas,2024-09-05,1.2440871888230733e-08
ECU,Ecuador,455,172082.229858,City of Loja,City of Loja,2024-09-05,2.6039532012115767e-08
ECU,Ecuador,456,415124.503708,Cuenca,Cuenca,2024-09-05,2.0636452546796136e-08
ECU,Ecuador,463,185664.198456,Riobamba,Riobamba,2024-09-05,1.2194734111403704e-08
ECU,Ecuador,464,222544.725464,Ambato,Ambato,2024-09-05,1.2702606966286112e-08
ECU,Ecuador,465,88464.5366211,Latacunga,Latacunga,2024-09-05,1.613549116541435e-08
ECU,Ecuador,467,2254137.19503,Quito,Quito,2024-09-05,6.158352050533722e-09
ECU,Ecuador,472,75969.7984619,Tumbaco,Tumbaco,2024-09-05,6.158352050533722e-09
ECU,Ecuador,479,143426.185745,Ibarra,Ibarra,2024-09-05,1.6663127766491925e-08
GUY,Guyana,1038,147162.607708,Georgetown,Georgetown,2024-09-05,6.7347684096219496e-09
GUY,Guyana,1039,83151.4633179,Sparendaam; Ogle; Plaisance; Ogle; Goedverwagting; Brothers; Industry; Good Hope; Atlantic Garden; Vryheid's Lust; Better Hope; Plaisance; Better Hope North; Mon Repos; Beterverwagting; De Endragt; Triumph; Vigilence; Lusignan; Bladen Hall; Strathspey; B,Sparendaam [Paradise],2024-09-05,7.256732548199807e-09
PER,Peru,412,81906.9818115,Talara,Talara,2024-09-05,1.3504138252073972e-08
PER,Peru,415,80985.7357178,Paita,Paita,2024-09-05,4.985683421665499e-09
PER,Peru,418,197937.214966,Sullana,Sullana,2024-09-05,
PER,Peru,421,419024.840164,Piura,Piura,2024-09-05,4.463037939217429e-09
PER,Peru,422,99340.7947998,Tumbes,Tumbes,2024-09-05,1.3128277132068433e-08
PER,Peru,425,71583.8271484,Tambogrande,Tambogrande,2024-09-05,3.5854823554615223e-09
PER,Peru,442,566288.664368,Chiclayo,Chiclayo,2024-09-05,6.662859153294676e-09
PER,Peru,466,829083.066895,Trujillo,Trujillo,2024-09-05,1.1273785460730323e-08
PER,Peru,468,80365.2824707,Jaen,Jaen,2024-09-05,
PER,Peru,478,187135.352051,Cajamarca,Cajamarca,2024-09-05,1.9836877029888456e-08
PER,Peru,480,298035.853806,Chimbote,Chimbote,2024-09-05,9.267679956792563e-09
PER,Peru,498,102912.939331,Huaraz,Huaraz,2024-09-05,1.1111955799947282e-08
PER,Peru,504,148231.068358,Huacho; Huaura,Huacho,2024-09-05,1.1802152144468891e-08
PER,Peru,528,9265580.4988,Lima,Lima,2024-09-05,1.0562852556785723e-08
PER,Peru,532,139931.373596,Tarapoto,Tarapoto,2024-09-05,4.080262883121577e-08
PER,Peru,539,104583.428955,Pampa Limay; Quebrada Verde; Guayabo; Picapiedra; Santa Anita; Cardal; Manchay Bajo; Santa Rosa de Malpaso,Pampa Limay,2024-09-05,1.0849262821466255e-08
PER,Peru,549,166991.793541,Huanuco,Huanuco,2024-09-05,2.8694890019664854e-08
PER,Peru,585,164202.938995,Chincha Alta; Pueblo Nuevo; Sunampe; Chincha Baja,Chincha Alta,2024-09-05,8.498069803408725e-09
PER,Peru,616,344648.419434,Huancayo,Huancayo,2024-09-05,1.4563138842997127e-08
PER,Peru,622,341918.96106,Pucallpa,Pucallpa,2024-09-05,6.687241427272285e-08
PER,Peru,623,133547.447021,Pichanaki,Pichanaki,2024-09-05,2.5008747073229642e-08
PER,Peru,663,185485.426636,Ayacucho,Ayacucho,2024-09-05,1.6568550975648577e-08
PER,Peru,723,417957.473866,Cusco; Cusco,Cusco,2024-09-05,1.4455089569764823e-08
PER,Peru,753,838010.094212,Arequipa,Arequipa,2024-09-05,6.5940348606244796e-09
PER,Peru,788,271536.075821,Juliaca,Juliaca,2024-09-05,6.426056131658697e-09
PER,Peru,796,129765.172607,Puno,Puno,2024-09-05,1.0058343491436972e-08
PER,Peru,798,76294.0507812,Puerto Maldonado,Puerto Maldonado,2024-09-05,7.163497173223732e-08
PER,Peru,800,262176.779984,Tacna,Tacna,2024-09-05,5.433156591294619e-09
PRY,Paraguay,1074,1968288.15059,Asuncion; San Lorenzo; Fernando de la Mora; Lambare; Capiata; Luque; Nemby; Villa Elisa; San Antonio; Ypane; Limpio; Mariano Roque Alonso,Asuncion,2024-09-05,2.943392070930118e-08
PRY,Paraguay,1079,71322.7923584,Itaugua,Itaugua,2024-09-05,
PRY,Paraguay,1086,94128.151123,Coronel Oviedo,Coronel Oviedo,2024-09-05,
PRY,Paraguay,1090,98814.769165,Caaguazu,Caaguazu,2024-09-05,2.6115905882306834e-08
PRY,Paraguay,1108,113814.647614,Encarnacion,Encarnacion,2024-09-05,2.3880895483330278e-08
PRY,Paraguay,1118,600243.76606,Ciudad del Este; Foz do Iguacu; Minga Guazu,Ciudad del Este,2024-09-05,2.2667391519348712e-08
SUR,Suriname,1059,208315.789009,Paramaribo,Paramaribo,2024-09-05,7.250999134456037e-09
URY,Uruguay,1098,81672.6641846,Paysandu,Paysandu,2024-09-05,2.572383417387414e-09
URY,Uruguay,1137,103743.811707,Las Piedras; La Paz; Progreso,Las Piedras,2024-09-05,3.396692926926903e-09
URY,Uruguay,1138,1310838.77151,Montevideo; Paso Carrasco,Montevideo,2024-09-05,5.366077366237183e-09
URY,Uruguay,1146,79524.6964111,Ciudad de la Costa; General Liber Seregni,Ciudad de la Costa,2024-09-05,6.409511588145733e-09
URY,Uruguay,1163,91238.4396667,Maldonado,Maldonado,2024-09-05,6.489047965629879e-09
VEN,Venezuela,695,74843.8364258,Rubio,Rubio,2024-09-05,6.545878949992812e-09
VEN,Venezuela,696,96201.2692871,Machiques,Machiques,2024-09-05,
VEN,Venezuela,697,395408.038513,San Cristobal; Tariba,San Cristobal,2024-09-05,6.545878949992812e-09
VEN,Venezuela,703,71952.7109375,Villa del Rosario,Villa del Rosario,2024-09-05,1.0831124441779139e-08
VEN,Venezuela,713,95300.2780762,Santa Barbara del Zulia,Santa Barbara del Zulia,2024-09-05,
VEN,Venezuela,715,108895.867676,El Vigia,El Vigia,2024-09-05,1.0860523147471213e-08
VEN,Venezuela,716,75309.3149414,La Concepcion,La Concepcion,2024-09-05,1.001685490109594e-08
VEN,Venezuela,719,2141736.88201,Maracaibo; San Francisco,Maracaibo,2024-09-05,1.0059429027656288e-08
VEN,Venezuela,721,70187.4090271,San Rafael del Mojan,San Rafael del Mojan,2024-09-05,
VEN,Venezuela,724,269652.211039,Merida; Ejido,Merida,2024-09-05,4.880073678492636e-09
VEN,Venezuela,726,303283.35051,Cabimas,Cabimas,2024-09-05,9.863881563395202e-09
VEN,Venezuela,727,179041.597961,Ciudad Ojeda; Tia Juana,Ciudad Ojeda,2024-09-05,9.501208708684317e-09
VEN,Venezuela,734,80675.8979492,Socopo,Socopo,2024-09-05,8.098989923155386e-09
VEN,Venezuela,744,164566.160767,Valera,Valera,2024-09-05,8.461940481652164e-09
VEN,Venezuela,756,320959.229704,Barinas,Barinas,2024-09-05,1.5342033421461565e-08
VEN,Venezuela,765,173904.709473,Carora,Carora,2024-09-05,8.852623523125658e-09
VEN,Venezuela,767,277377.781228,Punto Fijo; Las Piedras,Punto Fijo,2024-09-05,9.37226829478277e-09
VEN,Venezuela,771,182748.185059,Guanare,Guanare,2024-09-05,1.4399466508052683e-08
VEN,Venezuela,774,100063.858887,El Tocuyo,El Tocuyo,2024-09-05,7.4348549539138276e-09
VEN,Venezuela,778,70182.2364502,Quibor,Quibor,2024-09-05,7.4348549539138276e-09
VEN,Venezuela,782,216273.899292,Coro,Coro,2024-09-05,7.770415422214683e-09
VEN,Venezuela,783,965075.992584,Barquisimeto; El Manzano,Barquisimeto,2024-09-05,8.519094762959867e-09
VEN,Venezuela,785,91246.6131592,Cabudare,Cabudare,2024-09-05,8.519094762959867e-09
VEN,Venezuela,786,287591.035698,Acarigua; Araure,Acarigua,2024-09-05,1.1013204063000818e-08
VEN,Venezuela,792,75765.25,Yaritagua,Yaritagua,2024-09-05,7.981864058592691e-09
VEN,Venezuela,808,126585.96936,San Carlos,San Carlos,2024-09-05,9.988315952114135e-09
VEN,Venezuela,818,99284.8782959,Tinaquillo,Tinaquillo,2024-09-05,9.506395670655365e-09
VEN,Venezuela,821,1678999.32152,Valencia; Tocuyito; Guacara; Yagua,Valencia,2024-09-05,7.30783477092423e-09
VEN,Venezuela,823,114852.928101,Puerto Ayacucho,Puerto Ayacucho,2024-09-05,1.079543032744823e-08
VEN,Venezuela,824,181742.609802,Puerto Cabello,Puerto Cabello,2024-09-05,1.0484610513117332e-08
VEN,Venezuela,829,126809.015137,Biruaca,Biruaca,2024-09-05,8.262254880264663e-09
VEN,Venezuela,831,106776.225697,San Fernando de Apure,San Fernando de Apure,2024-09-05,8.262254880264663e-09
VEN,Venezuela,833,921013.601257,Maracay; Turmero; Santa Rita; Cagua; El Limon,Maracay,2024-09-05,7.643019975365978e-09
VEN,Venezuela,835,147341.438232,Calabozo,Calabozo,2024-09-05,7.96308796680023e-09
VEN,Venezuela,841,81383.8847656,San Mateo,San Mateo,2024-09-05,7.603773610753706e-09
VEN,Venezuela,842,110197.701202,San Juan de Los Morros,San Juan de Los Morros,2024-09-05,8.181892496850196e-09
VEN,Venezuela,845,141362.647705,La Victoria,La Victoria,2024-09-05,7.603773610753706e-09
VEN,Venezuela,853,268516.504768,Los Teques; Carrizal; San Antonio de los Altos;,Los Teques,2024-09-05,6.6178338364863976e-09
VEN,Venezuela,854,317113.743144,Catia La Mar; Maiquetia; Caraballeda,Catia La Mar,2024-09-05,6.7587877516928074e-09
VEN,Venezuela,857,3104241.42666,Caracas; La Lagunita; Los Jabillos,Caracas,2024-09-05,7.572305850732054e-09
VEN,Venezuela,860,95206.1003418,Cua,Cua,2024-09-05,6.6178338364863976e-09
VEN,Venezuela,861,154266.294434,Charallave,Charallave,2024-09-05,6.6178338364863976e-09
VEN,Venezuela,863,93682.3422852,Ocumare del Tuy,Ocumare del Tuy,2024-09-05,7.540137403339031e-09
VEN,Venezuela,864,198668.78656,Santa Teresa del Tuy,Santa Teresa del Tuy,2024-09-05,7.540137403339031e-09
VEN,Venezuela,869,403020.668335,Guarenas; Guatire,Guarenas,2024-09-05,1.1459114546141791e-08
VEN,Venezuela,879,126235.212891,Valle de la Pascua,Valle de la Pascua,2024-09-05,9.11678732506971e-09
VEN,Venezuela,904,768015.877087,Barcelona; Puerto La Cruz; Lecheria,Barcelona,2024-09-05,3.1476048434342374e-08
VEN,Venezuela,907,115120.198853,Anaco,Anaco,2024-09-05,7.236698351675841e-09
VEN,Venezuela,924,363635.339905,Cumana,Cumana,2024-09-05,4.1939305361893275e-08
VEN,Venezuela,934,277153.814278,Porlamar; Pampatar,Porlamar,2024-09-05,6.656984741226779e-09
VEN,Venezuela,935,366989.405396,Ciudad Bolivar,Ciudad Bolivar,2024-09-05,6.817915565449084e-09
VEN,Venezuela,951,522461.469697,Maturin,Maturin,2024-09-05,1.873841475636644e-08
VEN,Venezuela,954,129270.40984,Carupano,Carupano,2024-09-05,4.690419164177229e-09
VEN,Venezuela,957,654228.726257,Ciudad Guayana; Puerto Ordaz,Ciudad Guayana,2024-09-05,6.724223400311757e-09
VEN,Venezuela,960,80444.2139282,San Felix,San Felix,2024-09-05,6.724223400311757e-09
VEN,Venezuela,963,93348.0826416,Upata,Upata,2024-09-05,
VEN,Venezuela,971,101124.879272,Tucupita,Tucupita,2024-09-05,6.530425977757659e-09
ARG,Argentina,962,441985.894928,San Juan,San Juan,2024-09-06,1.41130653830146e-08
ARG,Argentina,966,937975.566467,Mendoza,Mendoza,2024-09-06,7.597632266909981e-09
ARG,Argentina,967,222796.598145,San Salvador de Jujuy,San Salvador de Jujuy,2024-09-06,2.578843139033893e-09
ARG,Argentina,969,506599.24321,Salta,Salta,2024-09-06,3.2355068402267762e-09
ARG,Argentina,974,188613.244995,La Rioja,La Rioja,2024-09-06,3.519555535902441e-09
ARG,Argentina,975,79019.9732666,San Martin,San Martin,2024-09-06,9.628524644256231e-09
ARG,Argentina,980,93398.6966553,San Ramon de la Nueva Oran,San Ramon de la Nueva Oran,2024-09-06,9.286249103013233e-09
ARG,Argentina,991,846925.033127,San Miguel de Tucuman,San Miguel de Tucuman,2024-09-06,6.4775595796297894e-09
ARG,Argentina,994,139674.251831,Yacuiba,Yacuiba,2024-09-06,8.008322005537138e-09
ARG,Argentina,996,180028.134653,San Fernando del Valle de Catamarca,San Fernando del Valle de Catamarca,2024-09-06,4.959406219029461e-09
ARG,Argentina,1003,153060.896271,San Rafael,San Rafael,2024-09-06,4.454789870322884e-09
ARG,Argentina,1008,107350.702148,San Carlos de Bariloche,San Carlos de Bariloche,2024-09-06,
ARG,Argentina,1010,385153.541821,Santiago del Estero; La Banda,Santiago del Estero,2024-09-06,3.7839482658341694e-09
ARG,Argentina,1014,174996.232971,San Luis,San Luis,2024-09-06,5.063472308108885e-09
ARG,Argentina,1033,89863.24646,Villa Mercedes,Villa Mercedes,2024-09-06,5.418288928638049e-09
ARG,Argentina,1035,1365994.51981,Cordoba,Cordoba,2024-09-06,9.585206406370617e-09
ARG,Argentina,1036,215146.092712,Neuquen,Neuquen,2024-09-06,1.2691530049124822e-09
ARG,Argentina,1040,78184.2124023,General Roca,General Roca,2024-09-06,1.5861509883308145e-09
ARG,Argentina,1043,125547.223572,Rio Cuarto,Rio Cuarto,2024-09-06,6.998248203160529e-09
ARG,Argentina,1046,83757.1130371,Villa Maria; Villa Nueva,Villa Maria,2024-09-06,5.418388404621055e-09
ARG,Argentina,1049,90143.762085,Presidencia Roque Saenz Pena,Presidencia Roque Saenz Pena,2024-09-06,5.539479097649291e-09
ARG,Argentina,1053,103341.659943,Santa Rosa,Santa Rosa,2024-09-06,3.186527708365361e-09
ARG,Argentina,1056,83792.6069946,Rafaela,Rafaela,2024-09-06,5.328153029893201e-09
ARG,Argentina,1060,377701.689453,Santa Fe,Santa Fe,2024-09-06,8.13216376777908e-09
ARG,Argentina,1064,106041.048943,Reconquista; Avellaneda,Reconquista,2024-09-06,8.635381298915945e-09
ARG,Argentina,1065,379825.893803,Resistencia,Resistencia,2024-09-06,7.146168989891066e-09
ARG,Argentina,1067,195283.215421,Parana,Parana,2024-09-06,9.398710254515663e-09
ARG,Argentina,1069,355932.55811,Corrientes,Corrientes,2024-09-06,6.748857176811877e-09
ARG,Argentina,1070,1099815.96118,Rosario,Rosario,2024-09-06,1.4209576182366844e-08
ARG,Argentina,1071,88736.3865967,Goya,Goya,2024-09-06,1.1742556260685433e-08
ARG,Argentina,1073,184517.432205,Formosa,Formosa,2024-09-06,1.0258161431409007e-08
ARG,Argentina,1076,75982.1999512,Junin,Junin,2024-09-06,7.97342547542712e-09
ARG,Argentina,1077,74413.0015869,Pergamino,Pergamino,2024-09-06,9.519772525834469e-09
ARG,Argentina,1078,106719.187622,Comodoro Rivadavia,Comodoro Rivadavia,2024-09-06,6.402124941295995e-10
ARG,Argentina,1080,119034.2771,San Nicolas de los Arroyos,San Nicolas de los Arroyos,2024-09-06,9.395409783508057e-09
ARG,Argentina,1081,87607.2755737,Puerto Madryn,Puerto Madryn,2024-09-06,1.410714434157967e-09
ARG,Argentina,1082,88584.1322021,Trelew,Trelew,2024-09-06,
ARG,Argentina,1083,256004.979797,Bahia Blanca,Bahia Blanca,2024-09-06,2.8777578098271306e-09
ARG,Argentina,1087,73063.7722168,Viedma,Viedma,2024-09-06,1.914041591888349e-09
ARG,Argentina,1089,230793.716751,Concordia; Salto,Concordia,2024-09-06,2.6777656092491496e-09
ARG,Argentina,1092,70417.9131012,Zarate,Zarate,2024-09-06,4.2084229434635745e-09
ARG,Argentina,1094,70257.3719482,Gualeguaychu,Gualeguaychu,2024-09-06,2.8995359446781777e-09
ARG,Argentina,1101,115370.89032,Pilar; Villa Rosa,Pilar,2024-09-06,4.423596600133806e-09
ARG,Argentina,1103,82294.6539307,Belen de Escobar; Matheu,Belen de Escobar,2024-09-06,4.2084229434635745e-09
ARG,Argentina,1105,13906506.018,Buenos Aires; Avellaneda; Vicente Lopez; Gregorio de Laferrere; Merlo; Jose C. Paz; Quilmes; Banfield; Lanus Este; Lanus Oeste; Gonzalez Catan; Isidro Casanova; Virrey Del Pino; Moreno; Berazategui; San Miguel; Monte Grande; Villa Madero; Santa Maria; Mo,Buenos Aires,2024-09-06,5.306268965933319e-09
ARG,Argentina,1107,332628.083377,Posadas,Posadas,2024-09-06,8.27446822171396e-09
ARG,Argentina,1109,70141.9936523,Tristan Suarez; Spegazzini; Maximo Paz,Tristan Suarez,2024-09-06,
ARG,Argentina,1116,110865.699524,Rio Gallegos,Rio Gallegos,2024-09-06,6.49984880733238e-10
ARG,Argentina,1117,691901.564633,La Plata; Berisso,La Plata,2024-09-06,4.9147974292491044e-09
ARG,Argentina,1119,107538.435913,Tandil,Tandil,2024-09-06,4.939010089799467e-09
ARG,Argentina,1120,72891.8406372,Obera,Obera,2024-09-06,1.14978879750538e-08
ARG,Argentina,1141,575750.432259,Mar del Plata,Mar del Plata,2024-09-06,5.110323522375084e-09
BOL,Bolivia,810,70709.4904785,Cobija,Cobija,2024-09-06,8.384100880221013e-08
BOL,Bolivia,849,1699529.36562,El Alto; La Paz,El Alto [La Paz],2024-09-06,7.611645536087508e-09
BOL,Bolivia,883,86337.9162598,Riberalta,Riberalta,2024-09-06,1.0441286235618463e-07
BOL,Bolivia,888,265596.524445,Oruro,Oruro,2024-09-06,1.6930311375062956e-08
BOL,Bolivia,897,1091206.70391,Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,Cochabamba,2024-09-06,2.497673889934049e-08
BOL,Bolivia,921,104157.118286,Trinidad,Trinidad,2024-09-06,1.3357201567032462e-07
BOL,Bolivia,927,198494.378174,Potosi,Potosi,2024-09-06,9.414729440493375e-09
BOL,Bolivia,940,248683.68042,Sucre,Sucre,2024-09-06,1.0655383242408334e-08
BOL,Bolivia,965,214101.05603,Tarija,Tarija,2024-09-06,6.1579710219916706e-09
BOL,Bolivia,973,91051.6616211,Montero,Montero,2024-09-06,2.694238965261775e-08
BOL,Bolivia,976,1557362.93302,Santa Cruz de la Sierra,Santa Cruz de la Sierra,2024-09-06,2.726458964769702e-08
BRA,Brazil,751,84960.9265137,Leticia,Leticia,2024-09-06,3.3156741352513563e-08
BRA,Brazil,826,320509.329247,Rio Branco,Rio Branco,2024-09-06,1.0010192141862717e-07
BRA,Brazil,926,413899.30574,Porto Velho,Porto Velho,2024-09-06,9.436808312557332e-08
BRA,Brazil,956,72804.1313477,Ariquemes,Ariquemes,2024-09-06,7.660740664050536e-08
BRA,Brazil,978,96163.7154846,Ji-Parana,Ji-Parana,2024-09-06,6.218973425120566e-08
BRA,Brazil,998,311919.724823,Boa Vista,Boa Vista,2024-09-06,9.896643603389698e-09
BRA,Brazil,1006,2016986.56065,Manaus,Manaus,2024-09-06,3.805749574067622e-08
BRA,Brazil,1019,75097.3248291,Vilhena,Vilhena,2024-09-06,4.9300755478043357e-08
BRA,Brazil,1047,72236.7284698,Parintins,Parintins,2024-09-06,1.6978454198124382e-08
BRA,Brazil,1057,114782.193573,Corumba,Corumba,2024-09-06,4.461432467905979e-08
BRA,Brazil,1062,71121.4338379,Sorriso,Sorriso,2024-09-06,
BRA,Brazil,1063,749443.167166,Cuiaba; Varzea Grande,Cuiaba,2024-09-06,5.97523370782227e-08
BRA,Brazil,1066,109169.450867,Sinop,Sinop,2024-09-06,3.945061166632513e-08
BRA,Brazil,1068,208264.826813,Santarem,Santarem,2024-09-06,1.4910725099070987e-08
BRA,Brazil,1084,184043.021545,Rondonopolis,Rondonopolis,2024-09-06,4.743026593700961e-08
BRA,Brazil,1085,155658.328278,Pedro Juan Caballero; Ponta Pora,Pedro Juan Caballero,2024-09-06,1.7164087040555387e-08
BRA,Brazil,1091,782348.853154,Campo Grande,Campo Grande,2024-09-06,2.9088059960713508e-08
BRA,Brazil,1099,111958.266785,Uruguaiana,Uruguaiana,2024-09-06,4.574277845392771e-09
BRA,Brazil,1100,163758.500122,Dourados,Dourados,2024-09-06,9.70205363667479e-09
BRA,Brazil,1106,85151.4807129,Altamira,Altamira,2024-09-06,1.2459522302776804e-08
BRA,Brazil,1121,110420.763428,Santana,Santana,2024-09-06,6.473011460172984e-09
BRA,Brazil,1122,414440.886673,Macapa,Macapa,2024-09-06,6.473011460172984e-09
BRA,Brazil,1126,97220.5977783,Toledo,Toledo,2024-09-06,1.768595225826175e-08
BRA,Brazil,1127,131645.10392,Rivera,Rivera,2024-09-06,3.88275278595529e-09
BRA,Brazil,1128,83516.6783447,Umuarama,Umuarama,2024-09-06,1.902090929206679e-08
BRA,Brazil,1131,286856.904779,Cascavel,Cascavel,2024-09-06,2.068581395064939e-08
BRA,Brazil,1132,72065.0181885,Jatai,Jatai,2024-09-06,4.835209921338901e-08
BRA,Brazil,1139,195990.671021,Parauapebas,Parauapebas,2024-09-06,1.407097993677553e-08
BRA,Brazil,1143,95325.0683594,Tucurui,Tucurui,2024-09-06,1.294264162510217e-08
BRA,Brazil,1144,98517.0231934,Tres Lagoas,Tres Lagoas,2024-09-06,3.562620065622468e-08
BRA,Brazil,1145,77860.8230896,Campo Mourao,Campo Mourao,2024-09-06,2.4613903804038273e-08
BRA,Brazil,1147,190482.223206,Rio Verde,Rio Verde,2024-09-06,5.229178867693918e-08
BRA,Brazil,1148,210048.154785,Santa Maria,Santa Maria,2024-09-06,5.06638908603918e-09
BRA,Brazil,1149,467831.370392,Maringa,Maringa,2024-09-06,2.3552583883201805e-08
BRA,Brazil,1151,93687.3210449,Bage,Bage,2024-09-06,4.842578782415785e-09
BRA,Brazil,1152,198946.18819,Presidente Prudente,Presidente Prudente,2024-09-06,2.4791962260906075e-08
BRA,Brazil,1153,177404.399445,Chapeco,Chapeco,2024-09-06,1.672599125868146e-08
BRA,Brazil,1154,92477.5644531,Maraba,Maraba,2024-09-06,1.1617507844619013e-08
BRA,Brazil,1155,89565.0351562,Maraba,Maraba,2024-09-06,1.1617507844619013e-08
BRA,Brazil,1156,85044.7805176,Tailandia,Tailandia,2024-09-06,1.171824859369508e-08
BRA,Brazil,1157,90570.182373,Abaetetuba,Abaetetuba,2024-09-06,7.21978832274317e-09
BRA,Brazil,1159,97215.5938263,Arapongas,Arapongas,2024-09-06,2.5495342725889714e-08
BRA,Brazil,1160,101659.289368,Apucarana,Apucarana,2024-09-06,2.5495342725889714e-08
BRA,Brazil,1162,604379.750408,Londrina; Cambe,Londrina,2024-09-06,2.5644551371328816e-08
BRA,Brazil,1164,84221.2341309,Erechim,Erechim,2024-09-06,1.0904687819390801e-08
BRA,Brazil,1165,2087906.90559,Belem; Ananindeua; Marituba,Belem,2024-09-06,6.64263729735889e-09
BRA,Brazil,1166,172250.520569,Passo Fundo,Passo Fundo,2024-09-06,9.227134315873778e-09
BRA,Brazil,1170,132781.641785,Guarapuava,Guarapuava,2024-09-06,2.1971153785216302e-08
BRA,Brazil,1171,173347.794678,Aracatuba,Aracatuba,2024-09-06,3.0631720652049155e-08
BRA,Brazil,1175,107509.348633,Birigui,Birigui,2024-09-06,3.163944128914409e-08
BRA,Brazil,1176,74642.2330475,Parque dos Buritis,Parque dos Buritis,2024-09-06,2.2437802726926748e-08
BRA,Brazil,1177,1877864.81647,Goiania; Aparecida de Goiania,Goiania,2024-09-06,2.2643199490276544e-08
BRA,Brazil,1178,78482.0004883,Santa Cruz do Sul,Santa Cruz do Sul,2024-09-06,6.989419709668709e-09
BRA,Brazil,1180,79065.6767578,Votuporanga,Votuporanga,2024-09-06,3.9910418081490207e-08
BRA,Brazil,1181,142109.096764,Araguaina,Araguaina,2024-09-06,1.4937053964085102e-08
BRA,Brazil,1182,89972.7313232,Assis,Assis,2024-09-06,3.227987832588042e-08
BRA,Brazil,1183,163829.87442,Castanhal,Castanhal,2024-09-06,6.333002566805135e-09
BRA,Brazil,1185,74223.0840149,Palmas,Palmas,2024-09-06,1.3493646200402054e-08
BRA,Brazil,1186,90077.0296631,Taquaralto,Taquaralto,2024-09-06,1.3493646200402054e-08
BRA,Brazil,1189,94634.6595459,Ituiutaba,Ituiutaba,2024-09-06,4.5251223212972036e-08
BRA,Brazil,1190,326210.333145,Anapolis,Anapolis,2024-09-06,2.2626501561262558e-08
BRA,Brazil,1192,73788.6519775,Lajeado; Estrela; Cruzeiro do Sul,Lajeado,2024-09-06,9.101582598702862e-09
BRA,Brazil,1193,78667.6460571,Itumbiara,Itumbiara,2024-09-06,4.522647145677183e-08
BRA,Brazil,1194,201032.262817,Marilia,Marilia,2024-09-06,4.04417974664284e-08
BRA,Brazil,1197,391582.632488,Sao Jose do Rio Preto,Sao Jose do Rio Preto,2024-09-06,3.439145529044324e-08
